segment,name,placeId,mapsUrl,categoryName,categories,address,district,city,phone,hasWebsite,websiteUrl,rating,reviewsCount,hasOpeningHours,isClosed,matchedSearchTerms,missingSearchTerms,matchedSegments,missingSegments,matchedSearchTermCount,firstMatchedSearchTerm,searchCoverageNote,searchCoverageSignal,score,bucket,reasons,rawRecordCount,collectedAt,latitude,longitude
guzellik salonu,Asli Bayan Kuaförü,ChIJ2TG018OryhQRq747WsU4YTc,https://www.google.com/maps/search/?api=1&query=Asli%20Bayan%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJ2TG018OryhQRq747WsU4YTc,Hair salon,Hair salon,"Arnavutköy Merkez, Düldül Sk. No:18, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,3.8,4,False,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:12.799Z,41.1845087,28.7396772
guzellik salonu,Kuaför Serdal,ChIJ5fR4HvOryhQRaEhAhE1-U88,https://www.google.com/maps/search/?api=1&query=Kuaf%C3%B6r%20Serdal&query_place_id=ChIJ5fR4HvOryhQRaEhAhE1-U88,Hair salon,Hair salon,"Yunus Emre, 30 Ağustos Cd. No:123, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,4,False,False,kuaför,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuaför,"kuaför ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:06:59.527Z,41.1828383,28.7578456
guzellik salonu,Lounge Beauty Center,ChIJ7Wf71jX-n0ARV_5uCzUQbqo,https://www.google.com/maps/search/?api=1&query=Lounge%20Beauty%20Center&query_place_id=ChIJ7Wf71jX-n0ARV_5uCzUQbqo,Beauty salon,Beauty salon,"Tayakadın, Terminal Caddesi No:1, 34283 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,3.5,4,False,False,guzellik salonu,berber | erkek kuaforu | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,guzellik salonu,"guzellik salonu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:06:03.536Z,41.261344,28.7395325
guzellik salonu,Mostar Kuaför Saloon,ChIJx66RPriryhQRYLK3DgnGlrE,https://www.google.com/maps/search/?api=1&query=Mostar%20Kuaf%C3%B6r%20Saloon&query_place_id=ChIJx66RPriryhQRYLK3DgnGlrE,Hair salon,Hair salon,"Mustafa Kemal Paşa, Fatih Cd. No:167, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,4,False,False,kuaför,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuaför,"kuaför ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:11.210Z,41.1924834,28.7326138
guzellik salonu,Sibelin Bayan kuaförü,ChIJWfw-1ThXtRQRURF1pBI0Nhk,https://www.google.com/maps/search/?api=1&query=Sibelin%20Bayan%20kuaf%C3%B6r%C3%BC&query_place_id=ChIJWfw-1ThXtRQRURF1pBI0Nhk,Beauty salon,Beauty salon,"Hastane, Değirmenkuyu Sk. 26b, 34555 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,4,4,False,False,guzellik salonu,berber | erkek kuaforu | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,guzellik salonu,"guzellik salonu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:05:38.374Z,41.1554918,28.6165577
guzellik salonu,Tuğçem Bayan Kuaförü,ChIJAQCsBMKryhQRm9PpBqQ3u0Q,https://www.google.com/maps/search/?api=1&query=Tu%C4%9F%C3%A7em%20Bayan%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJAQCsBMKryhQRm9PpBqQ3u0Q,Hair salon,Hair salon,"Arnavutköy Merkez, Ayşıl Sk. No:13 D:15, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,3.3,4,False,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:06:51.425Z,41.183405,28.7424624
guzellik salonu,Melek Nur Bayan Kuaförü,ChIJS-cxr8OryhQRmiUjUzuBk58,https://www.google.com/maps/search/?api=1&query=Melek%20Nur%20Bayan%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJS-cxr8OryhQRmiUjUzuBk58,Hair salon,Hair salon,"Arnavutköy Merkez, Nene Hatun Cd. No:8, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,3.7,3,False,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:08.572Z,41.1826064,28.7396137
guzellik salonu,İrem Kuaför,ChIJyVCM3rMBoEARMnYccKcOZD4,https://www.google.com/maps/search/?api=1&query=%C4%B0rem%20Kuaf%C3%B6r&query_place_id=ChIJyVCM3rMBoEARMnYccKcOZD4,Hair salon,Hair salon,"Terkos, Nihat Kaya Cd., 34557 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,3,False,False,guzellik salonu,berber | erkek kuaforu | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,guzellik salonu,"guzellik salonu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:06:07.285Z,41.3030159,28.6774534
guzellik salonu,Dayi Hair - Makeup Studio,ChIJb_lXtdqryhQRgWffEX5l5OA,https://www.google.com/maps/search/?api=1&query=Dayi%20Hair%20-%20Makeup%20Studio&query_place_id=ChIJb_lXtdqryhQRgWffEX5l5OA,Hair salon,Hair salon,"Arnavutköy Merkez, 23 Nisan Cd., 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,2,False,False,saç tasarım,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | beauty salon,guzellik salonu,berber,1,saç tasarım,"saç tasarım ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:26.369Z,41.1817652,28.7329175
guzellik salonu,Kral Salon,ChIJ_X-6ry6qyhQRoH9y6YWrR-I,https://www.google.com/maps/search/?api=1&query=Kral%20Salon&query_place_id=ChIJ_X-6ry6qyhQRoH9y6YWrR-I,Hair salon,Hair salon,"Karlıbayır, 34281 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,4.5,2,False,False,beauty salon,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım,guzellik salonu,berber,1,beauty salon,"beauty salon ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:28.015Z,41.1829521,28.7133658
guzellik salonu,Kuaför Hasan,ChIJHUH5f_SryhQRsq9PkfV4JaA,https://www.google.com/maps/search/?api=1&query=Kuaf%C3%B6r%20Hasan&query_place_id=ChIJHUH5f_SryhQRsq9PkfV4JaA,Hair salon,Hair salon,"Boğazköy İstiklal, Falih Rıfkı Atay Cd. No:97, 34285 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,3,2,False,False,kuaför,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuaför,"kuaför ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:06:58.696Z,41.1811868,28.7606293
guzellik salonu,Kuaför Revan,ChIJ1Rl7f_OryhQRqrBpAazYENs,https://www.google.com/maps/search/?api=1&query=Kuaf%C3%B6r%20Revan&query_place_id=ChIJ1Rl7f_OryhQRqrBpAazYENs,Hair salon,Hair salon,"Yunus Emre, Baybars Sk., 34285 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,2,False,False,kuaför,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuaför,"kuaför ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:00.903Z,41.1812985,28.7603903
guzellik salonu,Kuaför Yasin,ChIJtfvnMUZVtRQRHhu2t707uyA,https://www.google.com/maps/search/?api=1&query=Kuaf%C3%B6r%20Yasin&query_place_id=ChIJtfvnMUZVtRQRHhu2t707uyA,Hair salon,Hair salon,"Baklalı, Germe-Baklalı Yolu No:103, 34283 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,1,2,False,False,kuafor,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuafor,"kuafor ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:06:00.876Z,41.258366,28.6531806
guzellik salonu,MCA GUZELLIK SALONU,ChIJu-ZZ2LRXtRQR7DfthyhQojc,https://www.google.com/maps/search/?api=1&query=MCA%20GUZELLIK%20SALONU&query_place_id=ChIJu-ZZ2LRXtRQR7DfthyhQojc,Beauty salon,Beauty salon,"Yassıören, Hadımköy TOKİ Konutları, 34283 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,1,2,False,False,guzellik salonu,berber | erkek kuaforu | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,guzellik salonu,"guzellik salonu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:05:42.795Z,41.1809765,28.6121716
guzellik salonu,Spa Alani,ChIJ55KKO0j-n0ARCIbkT6VMdeg,https://www.google.com/maps/search/?api=1&query=Spa%20Alani&query_place_id=ChIJ55KKO0j-n0ARCIbkT6VMdeg,Spa,Spa,"Tayakadın, Terminal Caddesi No:1, 34283 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,2,False,False,guzellik salonu,berber | erkek kuaforu | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,guzellik salonu,"guzellik salonu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:05:54.492Z,41.2622738,28.7460303
guzellik salonu,By Salon Şato Kuaför Harun,ChIJezBRr4uryhQRCT8RpCGDQtg,https://www.google.com/maps/search/?api=1&query=By%20Salon%20%C5%9Eato%20Kuaf%C3%B6r%20Harun&query_place_id=ChIJezBRr4uryhQRCT8RpCGDQtg,Hair salon,Hair salon,"Yunus Emre, 30 Ağustos Cd. No:59, 34285 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,4,1,False,False,kuaför,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuaför,"kuaför ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:11.671Z,41.1855369,28.7628147
guzellik salonu,Candy Güzellik Merkezi,ChIJcfduXu5WtRQR8GnGyYd_n5A,https://www.google.com/maps/search/?api=1&query=Candy%20G%C3%BCzellik%20Merkezi&query_place_id=ChIJcfduXu5WtRQR8GnGyYd_n5A,Beauty salon,Beauty salon,"Hadımköy, Hadımköy TOKİ Konutları, 34555 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,1,False,False,guzellik salonu,berber | erkek kuaforu | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,guzellik salonu,"guzellik salonu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:05:42.902Z,41.1808676,28.6122398
guzellik salonu,Cemil (Jemil),ChIJU23pbnb_n0ARzWoje00E-6g,https://www.google.com/maps/search/?api=1&query=Cemil%20(Jemil)&query_place_id=ChIJU23pbnb_n0ARzWoje00E-6g,Hairdresser,Hairdresser,"Tayakadın, 7P6R+F3, 34277 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,1,1,False,False,kuafor,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuafor,"kuafor ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:05:54.816Z,41.2612262,28.7402042
guzellik salonu,Karaca Kuaför & Güzellik Merkezi,ChIJn89n_b-ryhQR_AzpBmQFVkQ,https://www.google.com/maps/search/?api=1&query=Karaca%20Kuaf%C3%B6r%20%26%20G%C3%BCzellik%20Merkezi&query_place_id=ChIJn89n_b-ryhQR_AzpBmQFVkQ,Hair salon,Hair salon,"Anadolu, Hamd Sk., 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,1,False,False,kuaför,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuaför,"kuaför ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:06:59.659Z,41.1887929,28.7430803
guzellik salonu,Koban Kuaför,ChIJrwBPKcGryhQRDbywyXXH1UI,https://www.google.com/maps/search/?api=1&query=Koban%20Kuaf%C3%B6r&query_place_id=ChIJrwBPKcGryhQRDbywyXXH1UI,Hair salon,Hair salon,"Mustafa Kemal Paşa, Fatih Cd. No:145, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,1,False,False,kuaför,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuaför,"kuaför ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:03.807Z,41.1871408,28.7376707
guzellik salonu,Mislina Bayan Kuaförü,ChIJ5XNYrompyhQRiWDBMq2piFo,https://www.google.com/maps/search/?api=1&query=Mislina%20Bayan%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJ5XNYrompyhQRiWDBMq2piFo,Hair salon,Hair salon,"Haraççı, Mümin Sk., 34281 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,1,False,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:16.293Z,41.178285,28.7047294
guzellik salonu,Sevgi Bayan Kuaförü,ChIJIehW26-ryhQRCKXtw5EeA4Q,https://www.google.com/maps/search/?api=1&query=Sevgi%20Bayan%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJIehW26-ryhQRCKXtw5EeA4Q,Hair salon,Hair salon,"Nenehatun, Alperen Sk., 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,1,False,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:19.625Z,41.2017583,28.7296227
guzellik salonu,Sevilay Kuaför,ChIJR_BoQ7GryhQRHcZ8Cc4-y0M,https://www.google.com/maps/search/?api=1&query=Sevilay%20Kuaf%C3%B6r&query_place_id=ChIJR_BoQ7GryhQRHcZ8Cc4-y0M,Hair salon,Hair salon,"Mustafa Kemal Paşa, Fatih Cd. No:293, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,,False,,5,1,False,False,kuafor,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,kuafor,"kuafor ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum dusuk | telefon eksik | saat bilgisi eksik | tek arama teriminde gorundu,1,2026-04-22T16:07:34.119Z,41.1983456,28.726465
guzellik salonu,(E&Y HAİR STYLE) Erdi yılmaz,ChIJsdqvn-BXtRQR4wXIjXj-itE,https://www.google.com/maps/search/?api=1&query=(E%26Y%20HA%C4%B0R%20STYLE)%20Erdi%20y%C4%B1lmaz&query_place_id=ChIJsdqvn-BXtRQR4wXIjXj-itE,Hair salon,Hair salon,"Hastane, Değirmenkuyu Sk., 34555 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 539 525 38 98,False,,,0,True,False,guzellik salonu,berber | erkek kuaforu | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,guzellik salonu,"guzellik salonu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum yok | puan yok | tek arama teriminde gorundu,1,2026-04-22T16:05:37.478Z,41.1555659,28.616201
guzellik salonu,AY BAYAN KUAFÖRÜ MERKEZ,ChIJwfoZDACryhQRiPYpyzAfyJ0,https://www.google.com/maps/search/?api=1&query=AY%20BAYAN%20KUAF%C3%96R%C3%9C%20MERKEZ&query_place_id=ChIJwfoZDACryhQRiPYpyzAfyJ0,Hair salon,Hair salon,"Arnavutköy Merkez, Birtan Sk. No:20, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 532 651 06 31,False,,,0,True,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum yok | puan yok | tek arama teriminde gorundu,1,2026-04-22T16:07:15.064Z,41.1849621,28.7389918
guzellik salonu,Azem Bayan Kuaförü,ChIJO7gyNLmryhQRtqZBzgzc2PQ,https://www.google.com/maps/search/?api=1&query=Azem%20Bayan%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJO7gyNLmryhQRtqZBzgzc2PQ,Hairdresser,Hairdresser,"Anadolu, Tekinay Sk. No:15, 34000 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 536 427 63 43,False,,,0,True,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum yok | puan yok | tek arama teriminde gorundu,1,2026-04-22T16:07:09.451Z,41.189135,28.7543832
guzellik salonu,Elis Bayan kuaför,ChIJ48Dh7ZuryhQR19hAYTQoMmc,https://www.google.com/maps/search/?api=1&query=Elis%20Bayan%20kuaf%C3%B6r&query_place_id=ChIJ48Dh7ZuryhQR19hAYTQoMmc,Hair salon,Hair salon,"41,1861175, 28,7460303, 34000 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 546 463 72 64,False,,,0,True,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum yok | puan yok | tek arama teriminde gorundu,1,2026-04-22T16:06:50.456Z,41.1861703,28.7460271
guzellik salonu,Es Bayan Kuaförü,ChIJe1EfEjpYtRQRfOp-I3T-cHg,https://www.google.com/maps/search/?api=1&query=Es%20Bayan%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJe1EfEjpYtRQRfOp-I3T-cHg,Hairdresser,Hairdresser,"Hadımköy, Mezarlık Cad. Kiptaş 2. Etap Konutları Çarşısı D:20, 34555 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 541 743 42 83,False,,,0,True,False,bayan kuaforu,berber | erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,guzellik salonu,berber,1,bayan kuaforu,"bayan kuaforu ile cikti, berber, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,3,review,yorum yok | puan yok | tek arama teriminde gorundu,1,2026-04-22T16:07:49.548Z,41.1108826,28.6389655
